,height,weight,label,predict
15367,156,64,fat,
15368,179,79,normal,
15369,168,55,normal,
15370,139,70,fat,
15371,135,69,fat,
15372,137,37,normal,
15373,195,53,thin,
15374,125,46,fat,
15375,172,37,thin,
15376,165,72,fat,
15377,136,47,fat,
15378,197,72,normal,
15379,146,73,fat,
15380,148,50,normal,
15381,188,69,normal,
15382,164,60,normal,
15383,178,58,thin,
15384,200,51,thin,
15385,197,61,thin,
15386,150,61,fat,
15387,176,49,thin,
15388,146,50,normal,
15389,197,71,thin,
15390,191,43,thin,
15391,139,39,normal,
15392,182,78,normal,
15393,157,58,normal,
15394,145,46,normal,
15395,155,37,thin,
15396,180,49,thin,
15397,184,59,thin,
15398,177,47,thin,
15399,165,60,normal,
15400,189,36,thin,
15401,141,60,fat,
15402,136,37,normal,
15403,191,72,normal,
15404,155,54,normal,
15405,197,50,thin,
15406,134,78,fat,
15407,122,49,fat,
15408,134,42,normal,
15409,133,45,fat,
15410,179,48,thin,
15411,191,57,thin,
15412,174,77,fat,
15413,120,43,fat,
15414,126,75,fat,
15415,160,79,fat,
15416,128,54,fat,
15417,138,49,fat,
15418,123,53,fat,
15419,152,43,normal,
15420,175,58,normal,
15421,178,74,normal,
15422,128,66,fat,
15423,122,41,fat,
15424,164,72,fat,
15425,153,65,fat,
15426,199,37,thin,
15427,156,70,fat,
15428,129,50,fat,
15429,185,71,normal,
15430,182,71,normal,
15431,171,50,thin,
15432,162,46,thin,
15433,163,50,normal,
15434,175,75,normal,
15435,173,80,fat,
15436,135,67,fat,
15437,178,52,thin,
15438,146,38,thin,
15439,134,49,fat,
15440,166,36,thin,
15441,123,43,fat,
15442,184,36,thin,
15443,140,70,fat,
15444,162,45,thin,
15445,165,58,normal,
15446,161,37,thin,
15447,163,46,thin,
15448,133,56,fat,
15449,138,38,normal,
15450,138,73,fat,
15451,189,55,thin,
15452,164,49,thin,
15453,160,66,fat,
15454,190,71,normal,
15455,183,39,thin,
15456,167,41,thin,
15457,156,41,thin,
15458,134,54,fat,
15459,197,58,thin,
15460,144,47,normal,
15461,188,53,thin,
15462,197,35,thin,
15463,194,56,thin,
15464,141,78,fat,
15465,164,78,fat,
15466,139,50,fat,
15467,197,42,thin,
15468,120,75,fat,
15469,137,74,fat,
15470,159,49,normal,
15471,195,39,thin,
15472,190,79,normal,
15473,127,52,fat,
15474,194,49,thin,
15475,154,79,fat,
15476,122,55,fat,
15477,184,43,thin,
15478,179,79,normal,
15479,183,79,normal,
15480,198,56,thin,
15481,170,49,thin,
15482,187,59,thin,
15483,132,42,normal,
15484,157,74,fat,
15485,129,53,fat,
15486,182,57,thin,
15487,166,70,fat,
15488,194,44,thin,
15489,180,42,thin,
15490,161,45,thin,
15491,197,35,thin,
15492,137,35,normal,
15493,174,51,thin,
15494,174,43,thin,
15495,147,45,normal,
15496,165,70,fat,
15497,187,68,normal,
15498,168,52,thin,
15499,193,62,thin,
15500,183,71,normal,
15501,168,47,thin,
15502,178,39,thin,
15503,162,44,thin,
15504,181,62,normal,
15505,134,59,fat,
15506,126,43,fat,
15507,135,62,fat,
15508,146,37,thin,
15509,126,66,fat,
15510,142,56,fat,
15511,191,61,thin,
15512,196,52,thin,
15513,146,41,normal,
15514,141,48,normal,
15515,179,51,thin,
15516,131,47,fat,
15517,143,67,fat,
15518,154,46,normal,
15519,137,73,fat,
15520,130,75,fat,
15521,182,35,thin,
15522,167,37,thin,
15523,160,78,fat,
15524,165,53,normal,
15525,163,36,thin,
15526,198,40,thin,
15527,157,63,fat,
15528,144,37,thin,
15529,122,53,fat,
15530,191,35,thin,
15531,164,73,fat,
15532,145,55,fat,
15533,167,80,fat,
15534,199,54,thin,
15535,178,76,normal,
15536,189,51,thin,
15537,152,36,thin,
15538,138,54,fat,
15539,178,69,normal,
15540,169,80,fat,
15541,168,59,normal,
15542,194,42,thin,
15543,144,76,fat,
15544,142,78,fat,
15545,137,41,normal,
15546,164,37,thin,
15547,160,37,thin,
15548,141,35,thin,
15549,168,71,fat,
15550,163,50,normal,
15551,139,43,normal,
15552,183,67,normal,
15553,153,38,thin,
15554,175,49,thin,
15555,144,66,fat,
15556,137,46,normal,
15557,172,37,thin,
15558,169,66,normal,
15559,143,53,fat,
15560,150,68,fat,
15561,144,42,normal,
15562,128,37,normal,
15563,123,51,fat,
15564,194,59,thin,
15565,165,80,fat,
15566,165,39,thin,
15567,184,54,thin,
15568,156,71,fat,
15569,171,37,thin,
15570,127,46,fat,
15571,127,35,normal,
15572,139,35,thin,
15573,141,38,normal,
15574,122,66,fat,
15575,146,70,fat,
15576,197,40,thin,
15577,181,56,thin,
15578,136,70,fat,
15579,199,50,thin,
15580,158,60,normal,
15581,180,61,normal,
15582,138,70,fat,
15583,158,79,fat,
15584,124,46,fat,
15585,162,59,normal,
15586,134,36,normal,
15587,149,59,fat,
15588,182,47,thin,
15589,185,57,thin,
15590,155,58,normal,
15591,189,63,thin,
15592,145,66,fat,
15593,137,51,fat,
15594,195,65,thin,
15595,131,77,fat,
15596,178,62,normal,
15597,178,68,normal,
15598,186,78,normal,
15599,143,35,thin,
15600,169,61,normal,
15601,194,44,thin,
15602,180,46,thin,
15603,196,70,thin,
15604,190,63,thin,
15605,198,79,normal,
15606,121,58,fat,
15607,184,52,thin,
15608,151,68,fat,
15609,185,44,thin,
15610,134,56,fat,
15611,126,68,fat,
15612,139,75,fat,
15613,167,59,normal,
15614,187,66,normal,
15615,197,45,thin,
15616,197,76,normal,
15617,195,59,thin,
15618,197,55,thin,
15619,187,72,normal,
15620,130,42,normal,
15621,174,50,thin,
15622,168,80,fat,
15623,138,61,fat,
15624,155,64,fat,
15625,171,64,normal,
15626,197,64,thin,
15627,142,40,normal,
15628,162,71,fat,
15629,165,35,thin,
15630,179,55,thin,
15631,170,44,thin,
15632,147,48,normal,
15633,155,36,thin,
15634,147,55,fat,
15635,191,78,normal,
15636,188,53,thin,
15637,167,71,fat,
15638,121,61,fat,
15639,134,79,fat,
15640,175,49,thin,
15641,122,61,fat,
15642,154,42,thin,
15643,145,79,fat,
15644,174,75,normal,
15645,195,55,thin,
15646,167,75,fat,
15647,152,41,thin,
15648,192,52,thin,
15649,123,40,fat,
15650,190,47,thin,
15651,131,39,normal,
15652,140,67,fat,
15653,192,60,thin,
15654,174,74,normal,
15655,185,39,thin,
15656,189,72,normal,
15657,125,40,fat,
15658,165,70,fat,
15659,190,57,thin,
15660,172,58,normal,
15661,137,36,normal,
15662,143,42,normal,
15663,155,76,fat,
15664,157,59,normal,
15665,168,73,fat,
15666,155,49,normal,
15667,123,39,fat,
15668,154,72,fat,
15669,195,44,thin,
15670,131,75,fat,
15671,139,62,fat,
15672,160,71,fat,
15673,191,45,thin,
15674,200,64,thin,
15675,174,54,thin,
15676,197,60,thin,
15677,146,46,normal,
15678,188,52,thin,
15679,184,77,normal,
15680,126,40,fat,
15681,200,65,thin,
15682,185,68,normal,
15683,144,47,normal,
15684,160,69,fat,
15685,180,53,thin,
15686,134,41,normal,
15687,124,36,normal,
15688,176,61,normal,
15689,150,78,fat,
15690,163,65,normal,
15691,157,57,normal,
15692,175,80,fat,
15693,163,74,fat,
15694,162,79,fat,
15695,159,64,fat,
15696,142,35,thin,
15697,132,56,fat,
15698,124,37,normal,
15699,179,72,normal,
15700,166,40,thin,
15701,199,78,normal,
15702,200,42,thin,
15703,184,74,normal,
15704,180,69,normal,
15705,186,70,normal,
15706,140,36,thin,
15707,146,43,normal,
15708,143,61,fat,
15709,160,52,normal,
15710,185,46,thin,
15711,180,44,thin,
15712,186,39,thin,
15713,197,71,thin,
15714,166,72,fat,
15715,169,74,fat,
15716,151,52,normal,
15717,167,43,thin,
15718,164,49,thin,
15719,137,37,normal,
15720,130,51,fat,
15721,142,77,fat,
15722,171,65,normal,
15723,199,42,thin,
15724,141,35,thin,
15725,123,80,fat,
15726,167,54,normal,
15727,133,65,fat,
15728,139,44,normal,
15729,166,76,fat,
15730,170,72,normal,
15731,121,40,fat,
15732,159,46,thin,
15733,124,64,fat,
15734,141,41,normal,
15735,167,67,normal,
15736,124,64,fat,
15737,169,74,fat,
15738,189,80,normal,
15739,175,69,normal,
15740,164,36,thin,
15741,169,44,thin,
15742,136,75,fat,
15743,173,77,fat,
15744,156,75,fat,
15745,135,64,fat,
15746,137,67,fat,
15747,161,56,normal,
15748,173,60,normal,
15749,172,80,fat,
15750,162,64,normal,
15751,192,50,thin,
15752,125,80,fat,
15753,120,65,fat,
15754,154,76,fat,
15755,167,67,normal,
15756,182,74,normal,
15757,188,41,thin,
15758,122,46,fat,
15759,190,64,thin,
15760,168,38,thin,
15761,152,77,fat,
15762,172,79,fat,
15763,191,70,normal,
15764,135,61,fat,
15765,142,48,normal,
15766,196,50,thin,
15767,171,71,normal,
15768,193,36,thin,
15769,127,80,fat,
15770,140,52,fat,
15771,141,71,fat,
15772,127,60,fat,
15773,173,77,fat,
15774,195,52,thin,
15775,192,79,normal,
15776,134,37,normal,
15777,150,56,normal,
15778,160,67,fat,
15779,143,56,fat,
15780,174,61,normal,
15781,159,71,fat,
15782,132,45,fat,
15783,175,58,normal,
15784,196,69,thin,
15785,121,52,fat,
15786,192,71,normal,
15787,195,64,thin,
15788,135,56,fat,
15789,163,62,normal,
15790,153,60,fat,
15791,183,65,normal,
15792,133,69,fat,
15793,154,52,normal,
15794,125,69,fat,
15795,200,36,thin,
15796,182,39,thin,
15797,121,40,fat,
15798,123,65,fat,
15799,142,45,normal,
15800,132,66,fat,
15801,169,77,fat,
15802,180,50,thin,
15803,198,49,thin,
15804,151,80,fat,
15805,164,70,fat,
15806,136,64,fat,
15807,123,59,fat,
15808,160,61,normal,
15809,197,44,thin,
15810,179,69,normal,
15811,148,71,fat,
15812,153,76,fat,
15813,154,45,normal,
15814,168,43,thin,
15815,135,46,fat,
15816,183,80,normal,
15817,144,40,normal,
15818,133,74,fat,
15819,172,45,thin,
15820,162,53,normal,
15821,157,68,fat,
15822,124,42,fat,
15823,157,49,normal,
15824,177,50,thin,
15825,156,78,fat,
15826,187,41,thin,
15827,179,70,normal,
15828,196,48,thin,
15829,149,54,normal,
15830,161,48,normal,
15831,151,73,fat,
15832,183,59,thin,
15833,164,54,normal,
15834,182,69,normal,
15835,192,74,normal,
15836,132,76,fat,
15837,151,70,fat,
15838,122,75,fat,
15839,120,61,fat,
15840,133,72,fat,
15841,137,48,fat,
15842,132,51,fat,
15843,150,73,fat,
15844,157,62,fat,
15845,169,50,thin,
15846,188,75,normal,
15847,128,57,fat,
15848,191,58,thin,
15849,134,77,fat,
15850,153,49,normal,
15851,176,79,fat,
15852,192,79,normal,
15853,140,40,normal,
15854,166,46,thin,
15855,140,41,normal,
15856,148,62,fat,
15857,193,53,thin,
15858,169,54,normal,
15859,178,54,thin,
15860,173,65,normal,
15861,187,35,thin,
15862,153,70,fat,
15863,151,55,normal,
15864,139,35,thin,
15865,166,58,normal,
15866,141,77,fat,
15867,139,70,fat,
15868,127,61,fat,
15869,152,61,fat,
15870,124,63,fat,
15871,180,57,thin,
15872,195,79,normal,
15873,132,54,fat,
15874,128,55,fat,
15875,170,50,thin,
15876,179,80,normal,
15877,181,45,thin,
15878,178,53,thin,
15879,167,38,thin,
15880,169,42,thin,
15881,190,73,normal,
15882,185,57,thin,
15883,131,58,fat,
15884,171,40,thin,
15885,195,65,thin,
15886,164,80,fat,
15887,143,42,normal,
15888,172,56,normal,
15889,196,68,thin,
15890,198,54,thin,
15891,126,49,fat,
15892,181,66,normal,
15893,191,63,thin,
15894,169,36,thin,
15895,173,58,normal,
15896,166,43,thin,
15897,180,47,thin,
15898,191,56,thin,
15899,140,42,normal,
15900,196,56,thin,
15901,172,74,fat,
15902,161,61,normal,
15903,159,38,thin,
15904,151,78,fat,
15905,170,64,normal,
15906,181,58,thin,
15907,147,39,thin,
15908,190,47,thin,
15909,128,60,fat,
15910,200,71,thin,
15911,163,53,normal,
15912,124,67,fat,
15913,193,41,thin,
15914,143,50,normal,
15915,185,37,thin,
15916,189,79,normal,
15917,179,62,normal,
15918,174,47,thin,
15919,183,63,normal,
15920,197,68,thin,
15921,125,35,normal,
15922,132,42,normal,
15923,198,72,thin,
15924,125,35,normal,
15925,144,80,fat,
15926,126,35,normal,
15927,199,65,thin,
15928,122,76,fat,
15929,122,42,fat,
15930,158,63,fat,
15931,159,42,thin,
15932,133,53,fat,
15933,186,79,normal,
15934,195,37,thin,
15935,160,49,normal,
15936,178,59,normal,
15937,198,38,thin,
15938,140,68,fat,
15939,132,41,normal,
15940,191,66,thin,
15941,199,41,thin,
15942,153,73,fat,
15943,129,73,fat,
15944,120,39,fat,
15945,180,39,thin,
15946,151,63,fat,
15947,156,40,thin,
15948,154,56,normal,
15949,127,67,fat,
15950,155,39,thin,
15951,196,55,thin,
15952,197,46,thin,
15953,175,48,thin,
15954,167,35,thin,
15955,143,50,normal,
15956,149,35,thin,
15957,124,63,fat,
15958,155,47,normal,
15959,173,78,fat,
15960,178,38,thin,
15961,125,47,fat,
15962,121,55,fat,
15963,162,80,fat,
15964,183,61,thin,
15965,187,59,thin,
15966,133,46,fat,
15967,172,56,normal,
15968,162,46,thin,
15969,175,41,thin,
15970,195,70,thin,
15971,134,72,fat,
15972,155,54,normal,
15973,189,71,normal,
15974,199,74,normal,
15975,188,47,thin,
15976,125,64,fat,
15977,145,61,fat,
15978,138,53,fat,
15979,162,76,fat,
15980,133,39,normal,
15981,123,69,fat,
15982,161,38,thin,
15983,144,60,fat,
15984,170,65,normal,
15985,159,51,normal,
15986,195,64,thin,
15987,157,59,normal,
15988,147,58,fat,
15989,199,44,thin,
15990,160,60,normal,
15991,155,66,fat,
15992,148,78,fat,
15993,170,39,thin,
15994,185,70,normal,
15995,164,46,thin,
15996,181,63,normal,
15997,172,67,normal,
15998,142,56,fat,
15999,133,78,fat,
16000,146,38,thin,
16001,126,79,fat,
16002,189,78,normal,
16003,168,35,thin,
16004,181,53,thin,
16005,124,48,fat,
16006,150,58,fat,
16007,151,50,normal,
16008,132,70,fat,
16009,128,54,fat,
16010,177,56,thin,
16011,141,47,normal,
16012,169,68,normal,
16013,157,57,normal,
16014,124,45,fat,
16015,180,67,normal,
16016,122,64,fat,
16017,182,63,normal,
16018,185,56,thin,
16019,182,65,normal,
16020,199,75,normal,
16021,132,76,fat,
16022,177,66,normal,
16023,128,46,fat,
16024,124,40,fat,
16025,139,41,normal,
16026,144,65,fat,
16027,195,80,normal,
16028,124,63,fat,
16029,130,71,fat,
16030,139,36,normal,
16031,152,75,fat,
16032,144,60,fat,
16033,150,73,fat,
16034,166,76,fat,
16035,146,46,normal,
16036,195,66,thin,
16037,184,75,normal,
16038,186,69,normal,
16039,195,55,thin,
16040,189,49,thin,
16041,153,36,thin,
16042,189,53,thin,
16043,166,63,normal,
16044,158,55,normal,
16045,122,49,fat,
16046,184,48,thin,
16047,131,58,fat,
16048,175,41,thin,
16049,199,80,normal,
16050,160,43,thin,
16051,158,62,normal,
16052,199,45,thin,
16053,143,35,thin,
16054,181,59,thin,
16055,150,54,normal,
16056,189,67,normal,
16057,142,48,normal,
16058,134,44,normal,
16059,194,37,thin,
16060,175,69,normal,
16061,169,63,normal,
16062,141,71,fat,
16063,178,71,normal,
16064,162,44,thin,
16065,150,51,normal,
16066,138,58,fat,
16067,121,35,normal,
16068,171,59,normal,
16069,175,38,thin,
16070,165,65,normal,
16071,176,61,normal,
16072,191,73,normal,
16073,191,72,normal,
16074,170,69,normal,
16075,126,35,normal,
16076,163,38,thin,
16077,180,53,thin,
16078,124,45,fat,
16079,138,57,fat,
16080,168,70,normal,
16081,174,73,normal,
16082,166,65,normal,
16083,155,63,fat,
16084,156,76,fat,
16085,155,43,thin,
16086,130,48,fat,
16087,179,61,normal,
16088,189,42,thin,
16089,174,55,thin,
16090,127,67,fat,
16091,179,73,normal,
16092,162,61,normal,
16093,157,45,thin,
16094,159,55,normal,
16095,195,63,thin,
16096,151,61,fat,
16097,149,74,fat,
16098,181,71,normal,
16099,130,73,fat,
16100,184,66,normal,
16101,145,41,normal,
16102,159,73,fat,
16103,193,78,normal,
16104,195,49,thin,
16105,142,56,fat,
16106,140,60,fat,
16107,156,54,normal,
16108,182,70,normal,
16109,152,46,normal,
16110,129,63,fat,
16111,192,64,thin,
16112,150,70,fat,
16113,182,49,thin,
16114,123,36,normal,
16115,181,65,normal,
16116,186,76,normal,
16117,142,73,fat,
16118,155,62,fat,
16119,122,46,fat,
16120,194,40,thin,
16121,126,56,fat,
16122,196,75,normal,
16123,131,43,fat,
16124,144,40,normal,
16125,134,71,fat,
16126,140,76,fat,
16127,144,74,fat,
16128,120,79,fat,
16129,124,38,normal,
16130,160,61,normal,
16131,127,46,fat,
16132,163,39,thin,
16133,151,49,normal,
16134,187,71,normal,
16135,133,52,fat,
16136,184,39,thin,
16137,153,42,thin,
16138,143,75,fat,
16139,140,62,fat,
16140,128,79,fat,
16141,144,41,normal,
16142,199,36,thin,
16143,179,70,normal,
16144,157,72,fat,
16145,132,51,fat,
16146,142,53,fat,
16147,140,79,fat,
16148,142,43,normal,
16149,187,66,normal,
16150,170,78,fat,
16151,132,79,fat,
16152,147,52,normal,
16153,166,64,normal,
16154,194,54,thin,
16155,178,54,thin,
16156,152,64,fat,
16157,148,50,normal,
16158,124,71,fat,
16159,197,63,thin,
16160,151,41,thin,
16161,178,46,thin,
16162,195,80,normal,
16163,141,59,fat,
16164,183,46,thin,
16165,124,64,fat,
16166,127,41,fat,
16167,121,45,fat,
16168,123,38,fat,
16169,163,52,normal,
16170,178,52,thin,
16171,187,57,thin,
16172,123,67,fat,
16173,140,70,fat,
16174,197,78,normal,
16175,125,54,fat,
16176,122,45,fat,
16177,177,42,thin,
16178,190,44,thin,
16179,136,74,fat,
16180,176,41,thin,
16181,156,48,normal,
16182,166,65,normal,
16183,188,64,thin,
16184,193,71,normal,
16185,153,57,normal,
16186,177,72,normal,
16187,195,51,thin,
16188,194,56,thin,
16189,179,80,normal,
16190,153,77,fat,
16191,190,38,thin,
16192,150,43,normal,
16193,121,38,fat,
16194,194,70,normal,
16195,152,59,fat,
16196,145,65,fat,
16197,189,67,normal,
16198,135,58,fat,
16199,165,80,fat,
16200,155,76,fat,
16201,190,61,thin,
16202,157,40,thin,
16203,144,56,fat,
16204,175,65,normal,
16205,127,68,fat,
16206,176,57,thin,
16207,138,59,fat,
16208,166,35,thin,
16209,160,78,fat,
16210,156,80,fat,
16211,171,50,thin,
16212,153,80,fat,
16213,125,72,fat,
16214,171,40,thin,
16215,166,41,thin,
16216,141,73,fat,
16217,140,44,normal,
16218,127,45,fat,
16219,130,72,fat,
16220,148,65,fat,
16221,179,74,normal,
16222,144,75,fat,
16223,192,71,normal,
16224,163,53,normal,
16225,159,80,fat,
16226,141,41,normal,
16227,121,47,fat,
16228,130,59,fat,
16229,146,52,normal,
16230,190,57,thin,
16231,142,68,fat,
16232,173,77,fat,
16233,138,43,normal,
16234,152,75,fat,
16235,126,48,fat,
16236,138,72,fat,
16237,173,44,thin,
16238,139,52,fat,
16239,198,70,thin,
16240,140,64,fat,
16241,184,60,thin,
16242,169,51,thin,
16243,123,54,fat,
16244,190,80,normal,
16245,147,37,thin,
16246,195,38,thin,
16247,192,62,thin,
16248,151,35,thin,
16249,194,39,thin,
16250,157,36,thin,
16251,149,38,thin,
16252,200,38,thin,
16253,177,59,normal,
16254,129,47,fat,
16255,141,52,fat,
16256,171,64,normal,
16257,182,37,thin,
16258,142,45,normal,
16259,130,68,fat,
16260,190,45,thin,
16261,155,43,thin,
16262,135,44,normal,
16263,195,80,normal,
16264,181,72,normal,
16265,145,80,fat,
16266,171,43,thin,
16267,190,79,normal,
16268,155,49,normal,
16269,125,76,fat,
16270,123,35,normal,
16271,123,57,fat,
16272,134,41,normal,
16273,147,64,fat,
16274,161,39,thin,
16275,176,52,thin,
16276,123,57,fat,
16277,184,41,thin,
16278,169,53,normal,
16279,154,63,fat,
16280,169,74,fat,
16281,172,55,normal,
16282,153,36,thin,
16283,128,35,normal,
16284,161,62,normal,
16285,141,44,normal,
16286,195,56,thin,
16287,147,57,fat,
16288,133,71,fat,
16289,142,69,fat,
16290,155,49,normal,
16291,131,70,fat,
16292,187,38,thin,
16293,121,41,fat,
16294,173,75,fat,
16295,143,39,normal,
16296,199,77,normal,
16297,159,40,thin,
16298,148,68,fat,
16299,175,60,normal,
16300,193,51,thin,
16301,149,58,fat,
16302,192,74,normal,
16303,138,56,fat,
16304,161,72,fat,
16305,198,75,normal,
16306,141,55,fat,
16307,195,65,thin,
16308,193,42,thin,
16309,152,65,fat,
16310,184,36,thin,
16311,130,37,normal,
16312,120,60,fat,
16313,136,35,normal,
16314,187,67,normal,
16315,131,40,normal,
16316,193,56,thin,
16317,158,58,normal,
16318,171,44,thin,
16319,126,69,fat,
16320,140,71,fat,
16321,121,69,fat,
16322,126,79,fat,
16323,123,59,fat,
16324,135,62,fat,
16325,158,57,normal,
16326,169,59,normal,
16327,176,73,normal,
16328,199,62,thin,
16329,121,48,fat,
16330,142,43,normal,
16331,133,50,fat,
16332,127,62,fat,
16333,196,48,thin,
16334,165,44,thin,
16335,171,77,fat,
16336,123,43,fat,
16337,197,55,thin,
16338,141,46,normal,
16339,155,39,thin,
16340,189,66,thin,
16341,189,48,thin,
16342,163,75,fat,
16343,194,43,thin,
16344,162,53,normal,
16345,191,77,normal,
16346,142,47,normal,
16347,147,78,fat,
16348,154,45,normal,
16349,187,72,normal,
16350,124,71,fat,
16351,193,67,thin,
16352,177,42,thin,
16353,196,79,normal,
16354,173,76,fat,
16355,122,63,fat,
16356,145,52,normal,
16357,127,74,fat,
16358,140,41,normal,
16359,164,46,thin,
16360,180,57,thin,
16361,197,65,thin,
16362,157,70,fat,
16363,144,53,fat,
16364,152,39,thin,
16365,141,47,normal,
16366,197,60,thin,
16367,181,59,thin,
16368,163,52,normal,
16369,166,46,thin,
16370,127,41,fat,
16371,159,54,normal,
16372,171,35,thin,
16373,190,59,thin,
16374,173,74,normal,
16375,127,47,fat,
16376,139,46,normal,
16377,190,51,thin,
16378,131,55,fat,
16379,196,53,thin,
16380,197,45,thin,
16381,174,38,thin,
16382,175,50,thin,
16383,127,79,fat,
16384,169,61,normal,
16385,129,35,normal,
16386,153,70,fat,
16387,136,35,normal,
16388,146,55,fat,
16389,165,59,normal,
16390,125,64,fat,
16391,131,68,fat,
16392,137,74,fat,
16393,182,66,normal,
16394,173,59,normal,
16395,180,45,thin,
16396,143,53,fat,
16397,196,75,normal,
16398,121,61,fat,
16399,196,50,thin,
16400,164,68,fat,
16401,136,51,fat,
16402,137,66,fat,
16403,176,61,normal,
16404,125,62,fat,
16405,193,65,thin,
16406,179,53,thin,
16407,160,48,normal,
16408,170,39,thin,
16409,190,67,normal,
16410,122,62,fat,
16411,139,67,fat,
16412,169,73,fat,
16413,149,57,fat,
16414,139,60,fat,
16415,127,75,fat,
16416,165,65,normal,
16417,140,40,normal,
16418,122,35,normal,
16419,198,66,thin,
16420,148,67,fat,
16421,126,66,fat,
16422,200,41,thin,
16423,166,64,normal,
16424,168,40,thin,
16425,153,56,normal,
16426,199,59,thin,
16427,147,56,fat,
16428,142,76,fat,
16429,171,66,normal,
16430,185,53,thin,
16431,197,61,thin,
16432,169,68,normal,
16433,181,51,thin,
16434,188,58,thin,
16435,195,72,normal,
16436,130,36,normal,
16437,188,42,thin,
16438,139,41,normal,
16439,196,68,thin,
16440,143,63,fat,
16441,168,53,normal,
16442,124,69,fat,
16443,147,48,normal,
16444,189,55,thin,
16445,159,76,fat,
16446,170,42,thin,
16447,136,35,normal,
16448,155,71,fat,
16449,158,50,normal,
16450,187,78,normal,
16451,150,71,fat,
16452,147,42,normal,
16453,190,57,thin,
16454,166,57,normal,
16455,183,56,thin,
16456,168,68,normal,
16457,161,65,fat,
16458,157,60,normal,
16459,184,61,thin,
16460,194,74,normal,
16461,136,43,normal,
16462,131,54,fat,
16463,189,42,thin,
16464,177,65,normal,
16465,159,77,fat,
16466,138,65,fat,
16467,143,76,fat,
16468,121,77,fat,
16469,155,53,normal,
16470,134,47,fat,
16471,139,49,fat,
16472,149,53,normal,
16473,196,57,thin,
16474,121,75,fat,
16475,196,53,thin,
16476,134,70,fat,
16477,127,76,fat,
16478,132,71,fat,
16479,159,65,fat,
16480,177,48,thin,
16481,199,41,thin,
16482,170,64,normal,
16483,121,61,fat,
16484,146,79,fat,
16485,135,48,fat,
16486,173,66,normal,
16487,148,52,normal,
16488,135,74,fat,
16489,140,36,thin,
16490,183,41,thin,
16491,155,48,normal,
16492,133,75,fat,
16493,158,58,normal,
16494,180,37,thin,
16495,147,70,fat,
16496,173,56,normal,
16497,157,58,normal,
16498,187,65,normal,
16499,166,55,normal,
16500,178,69,normal,
16501,199,67,thin,
16502,197,75,normal,
16503,174,49,thin,
16504,174,35,thin,
16505,197,45,thin,
16506,178,66,normal,
16507,120,75,fat,
16508,185,37,thin,
16509,183,57,thin,
16510,137,73,fat,
16511,122,45,fat,
16512,194,54,thin,
16513,123,50,fat,
16514,141,69,fat,
16515,160,37,thin,
16516,174,76,fat,
16517,151,77,fat,
16518,124,51,fat,
16519,192,39,thin,
16520,160,43,thin,
16521,150,41,thin,
16522,131,39,normal,
16523,174,39,thin,
16524,146,56,fat,
16525,132,36,normal,
16526,162,66,fat,
16527,175,74,normal,
16528,181,48,thin,
16529,187,36,thin,
16530,132,52,fat,
16531,185,67,normal,
16532,134,41,normal,
16533,121,44,fat,
16534,133,54,fat,
16535,165,48,thin,
16536,168,44,thin,
16537,176,46,thin,
16538,187,76,normal,
16539,132,39,normal,
16540,152,60,fat,
16541,163,57,normal,
16542,133,65,fat,
16543,127,41,fat,
16544,157,54,normal,
16545,136,66,fat,
16546,147,78,fat,
16547,194,57,thin,
16548,139,41,normal,
16549,144,35,thin,
16550,185,63,thin,
16551,164,45,thin,
16552,131,77,fat,
16553,129,42,fat,
16554,158,62,normal,
16555,143,62,fat,
16556,187,56,thin,
16557,150,42,normal,
16558,140,79,fat,
16559,200,38,thin,
16560,196,73,normal,
16561,168,44,thin,
16562,154,80,fat,
16563,167,56,normal,
16564,183,68,normal,
16565,141,62,fat,
16566,189,38,thin,
16567,150,63,fat,
16568,177,46,thin,
16569,185,73,normal,
16570,137,76,fat,
16571,200,57,thin,
16572,125,46,fat,
16573,190,45,thin,
16574,133,68,fat,
16575,195,65,thin,
16576,165,66,normal,
16577,179,42,thin,
16578,150,54,normal,
16579,134,64,fat,
16580,180,76,normal,
16581,195,38,thin,
16582,143,64,fat,
16583,147,79,fat,
16584,130,54,fat,
16585,144,71,fat,
16586,184,73,normal,
16587,198,44,thin,
16588,130,42,normal,
16589,144,73,fat,
16590,176,54,thin,
16591,147,51,normal,
16592,176,77,normal,
16593,194,42,thin,
16594,180,69,normal,
16595,160,55,normal,
16596,170,70,normal,
16597,140,62,fat,
16598,153,48,normal,
16599,169,60,normal,
16600,184,59,thin,
16601,183,64,normal,
16602,173,41,thin,
16603,123,44,fat,
16604,157,60,normal,
16605,169,77,fat,
16606,168,77,fat,
16607,126,51,fat,
16608,149,37,thin,
16609,130,79,fat,
16610,194,49,thin,
16611,145,64,fat,
16612,149,52,normal,
16613,170,77,fat,
16614,146,50,normal,
16615,136,70,fat,
16616,173,53,thin,
16617,149,53,normal,
16618,165,76,fat,
16619,196,40,thin,
16620,189,68,normal,
16621,192,67,thin,
16622,150,58,fat,
16623,165,41,thin,
16624,164,41,thin,
16625,173,56,normal,
16626,161,59,normal,
16627,175,55,thin,
16628,137,47,fat,
16629,160,70,fat,
16630,171,78,fat,
16631,123,38,fat,
16632,132,50,fat,
16633,177,59,normal,
16634,189,74,normal,
16635,177,71,normal,
16636,134,53,fat,
16637,195,64,thin,
